smiles,type
C[N+](C)(CC=C)CC=C,0.0
C[N+](C)(CC=C)CC=C.[Cl-],0.0
C[N+](C)(CCCCCC[N+](C)(C)C1C2=CC=CC=C2C3=CC=CC=C13)C4C5=CC=CC=C5C6=CC=CC=C46.[Br-].[Br-],0.0
C[N+](C)(CCOC1=CC=CC=C1)CC2=CC=CS2.[I-],0.0
C[N+](C)=CCl,0.0
C[N+]1([C@@H]2CC(C[C@H]1[C@H]3[C@@H]2O3)OC(=O)[C@H](CO)C4=CC=CC=C4)[O-].Br,0.0
C[N+]1([C@@H]2CC(C[C@H]1[C@H]3[C@@H]2O3)OC(=O)[C@H](CO)C4=CC=CC=C4)C.[Br-],0.0
C[N+]1([C@@H]2CC(C[C@H]1[C@H]3[C@@H]2O3)OC(=O)C(C4=CC=CS4)(C5=CC=CS5)O)C.[Br-],0.0
C[N+]1([C@@H]2CC[C@H]1CC(C2)OC(=O)C(C3=CC=CC=C3)(C4=CC=CC=C4)O)CCF.[Br-],0.0
C[N+]1([C@@H]2CC[C@H]1CC(C2)OC(=O)C(CO)C3=CC=CC=C3)[O-],0.0
C[N+]1([C@@H]2CC[C@H]1CC(C2)OC(=O)C(CO)C3=CC=CC=C3)[O-].Cl,0.0
C[N+]1([C@@H]2CC[C@H]1CC(C2)OC(=O)C(CO)C3=CC=CC=C3)C.[Br-],0.0
C[N+]1([C@@H]2CC[C@H]1CC(C2)OC(=O)C(CO)C3=CC=CC=C3)C.[N+](=O)([O-])[O-],0.0
C[N+]1([C@@H]2CC[C@H]1CC(C2)OC(=O)C3=CNC4=CC=CC=C43)C.[I-],0.0
C[N+]1(C)CCCC(C1)OC(=O)C(O)(C1=CC=CC=C1)C1=CC=CC=C1,0.0
C[N+]1(CC(CC(=C(C2=CC=CS2)C3=CC=CS3)C1)OC)C.[Br-],0.0
C[N+]1(CC2=C(C1)C(=C(C(=C2Cl)Cl)Cl)Cl)CC[N+](C)(C)C.[Cl-].[Cl-],0.0
C[N+]1(CCC(=C(C2=CC=CC=C2)C3=CC=CC=C3)CC1)C.COS(=O)(=O)[O-],0.0
C[N+]1(CCC(C1)OC(=O)C(C2CCCC2)(C3=CC=CC=C3)O)C.[Br-],0.0
C[N+]1(CCC2=CC(=C(C=C2[C@H]1CC3=CC(=C(C(=C3)OC)OC)OC)OC)OC)CCCOC(=O)CC/C=C/CCC(=O)OCCC[N+]4(CCC5=CC(=C(C=C5[C@H]4CC6=CC(=C(C(=C6)OC)OC)OC)OC)OC)C,0.0
C[N+]1(CCC2=CC(=C(C=C2C1CC3=CC(=C(C=C3)OC)OC)OC)OC)CCC(=O)OCCCCCOC(=O)CC[N+]4(CCC5=CC(=C(C=C5C4CC6=CC(=C(C=C6)OC)OC)OC)OC)C.C1=CC=C(C=C1)S(=O)(=O)[O-].C1=CC=C(C=C1)S(=O)(=O)[O-],0.0
C[N+]1(CCC2=CC(=C3C=C2[C@@H]1CC4=CC=C(C=C4)OC5=C6[C@@H](CC7=CC(=C(C=C7)OC)O3)[N+](CCC6=CC(=C5OC)OC)(C)C)OC)C.[I-].[I-],0.0
C[N+]1(CCCC(C1)OC(=O)C(C2=CC=CC=C2)(C3=CC=CC=C3)O)C.[Br-],0.0
C[N+]1(CCCC1)CC2=C(N3[C@@H]([C@@H](C3=O)NC(=O)/C(=N\OC)/C4=CSC(=N4)N)SC2)C(=O)O.O.Cl.[Cl-],0.0
C[N+]1(CCCC1)CCCCC[N+]2(CCCC2)C.[C@@H]([C@@H](C(=O)[O-])O)(C(=O)O)O.[C@@H]([C@@H](C(=O)[O-])O)(C(=O)O)O,0.0
C[N+]1(CCCCC1)C.[Cl-],0.0
C[N+]1(CCCCC1)CC2COC(O2)(C3=CC=CC=C3)C4=CC=CC=C4.[I-],0.0
C[N+]1(CCCCC1)CC2COC(O2)(C3CCCCC3)C4=CC=CC=C4.[I-],0.0
C[N+]1(CCCCC1)CCC(C2=CC=CC=C2)(C3=CC=CC=C3)C(=O)N.[Br-],0.0
C[N+]1(CCN(CC1)CC(C2CCCCC2)(C3=CC=CC=C3)O)C.COS(=O)(=O)[O-],0.0
C[N+]1(CCOCC1)[O-],0.0
C[N+]1=C2C=C(C=CC2=CC3=C1C=C(C=C3)N)N.C1=CC(=CC2=NC3=C(C=CC(=C3)N)C=C21)N.[Cl-],1.0
C[N+]1=C2C=C(N)C=CC2=CC2=CC=C(N)C=C12,1.0
C[N+]1=CC=C(C=C1)C1=CC=[N+](C)C=C1,1.0
C[N+]1=CC=CC(=C1)OC(=O)N(C)C.[Br-],0.0
C[N+]1=CC=CC=C1/C=N/O.[Cl-],0.0
C[N+]1=CC2=C3OCOC3=CC=C2C2=CC=C3C=C4OCOC4=CC3=C12,1.0
C[N+]1=CN(C=C1)CC=C.[Cl-],0.0
C[N+]1=CN(C=C1)CC2=CC=CC=C2.[Cl-],0.0
C[N+]1=CN(C=C1)CCO.[Cl-],0.0
C[N+]12CCC(CC1)C(C2)OC(=O)C(C3=CC=CC=C3)(C4=CC=CC=C4)O.[Br-],0.0
C[NH+](C)CCC(C1=CC=C(C=C1)Cl)C2=CC=CC=N2.C(=C\C(=O)[O-])\C(=O)O,0.0
C[NH+](C)CCC(C1=CC=CC=C1)C2=CC=CC=[NH+]2.C(=C\C(=O)[O-])\C(=O)[O-],0.0
C[NH2+]C.CN(C)C(=S)[S-],0.0
C[S+](C)CCC(C(=O)O)N.[Cl-],0.0
C[S+](CC[C@@H](C(=O)O)N)C[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)O.[Cl-],0.0
C[Se]CC[C@@H](C(=O)O)N,0.0
C[Se]CCC(C(=O)O)N,0.0
C[Si](C)(C)C,0.0
C[Si](C)(C)Cl,0.0
C[Si](C)(C)N[Si](C)(C)C,0.0
C[Si](C)(C)O[Si](C)(C)C,0.0
C[Si](C)(C=C)O[Si](C)(C)C=C,0.0
C[Si](C)(CCCN)O[Si](C)(C)CCCN,0.0
C[Si](C)O[Si](C)(C)O[Si](C)(C)O[Si](C)C,0.0
C[Si](C1=CC=CC=C1)(C2=CC=CC=C2)Cl,1.0
C[Si](CN1C=NC=N1)(C2=CC=C(C=C2)F)C3=CC=C(C=C3)F,1.0
C[Si](NC1CCCCC1)(NC2CCCCC2)NC3CCCCC3,0.0
C[Si](O[Si](C)(C)C)O[Si](C)(C)C,0.0
C[Si]1(N[Si](N[Si](N1)(C)C)(C)C)C,1.0
C[Si]1(O[Si](O[Si](O[Si](O[Si](O1)(C)C)(C)C)(C)C)(C)C)C,0.0
C[Si]1(O[Si](O[Si](O[Si](O1)(C)C)(C)C)(C)C)C,0.0
C[Si]1(O[Si](O[Si](O[Si](O1)(C)C=C)(C)C=C)(C)C=C)C=C,0.0
C[Si]1(O[Si](O[Si](O1)(C)C)(C)C)C,0.0
C[Sn](C)(Cl)Cl,0.0
C[Sn](Cl)(Cl)Cl,0.0
C\C(=C/CO)C=CC=C(C)\C=C\C1=C(C)CCCC1(C)C,1.0
C\C(=C\C1=CC=CC=C1)[N+]([O-])=O,1.0
C\C(C=CC=C(C)\C=C\C1=C(C)CCCC1(C)C)=C/C=O,1.0
C\C=C(/C)C(=O)OCCC(C)CCC=C(C)C,0.0
C\C=C(/C)C1=C(Cl)C(O)=C(C)C2=C1OC1=C(Cl)C(O)=C(Cl)C(C)=C1C(=O)O2,1.0
C\C=C(/C)C1=CC(O)=C(C)C2=C1OC1=CC(O)=CC(C)=C1C(=O)O2,1.0
C\C=C(\CCC(C)C1CCC2C3=CCC4C(C)C(O)CCC4(C)C3CCC12C)C(C)C,0.0
C\C=C\C(=O)C(C)C1=CC(=O)C2=C(OC34CCC(O)C(C)(C)C3CCC(C)C4(C)C2)C1=O,1.0
C\C=C\C(=O)OC1=C(CCCCCC(C)C)C=C(C=C1[N+]([O-])=O)[N+]([O-])=O,1.0
C\C=C\C1C2CC(C)CCC2C(C)=CC1C(=O)C1=C(O)C(=CNC1=O)C1=CC=C(O)C=C1,1.0
C\C=C1\CC2CC1C=C2,0.0
C=C(CC(=O)O)C(=O)O,0.0
C=C(CCC#N)C#N,0.0
C=C(CCl)Cl,0.0
C=C(Cl)Cl,0.0
C=C1[C@H](C[C@@H]([C@H]1CO)O)N2C=NC3=C2N=C(NC3=O)N,0.0
C=C1C(C2(C(C(C1(C2(Cl)Cl)Cl)Cl)Cl)Cl)(CCl)CCl,1.0
C=C1CC[C@]2([C@H]3CC4=C5[C@]2([C@H]1OC5=C(C=C4)O)CCN3CC6CC6)O,0.0
C=CC#N,0.0
C=CC(=O)[O-].C=CC(=O)[O-].[Zn+2],0.0
C=CC(=O)N,0.0
C=CC(=O)N1CCOCC1,0.0
C=CC(=O)NCNC(=O)C=C,0.0
C=CC(=O)O,0.0
C=CC(=O)OCC(CO)(COC(=O)C=C)COC(=O)C=C,1.0
C=CC(=O)OCC1CCCO1,0.0
C=CC(=O)OCCC#N,0.0
C=CC(=O)OCCC(=O)O,0.0
C=CC(=O)OCCCCCCOC(=O)C=C,0.0
C=CC(=O)OCCCCO,0.0
C=CC(=O)OCCCCOC(=O)C=C,0.0
C=CC(=O)OCCCl,0.0
C=CC(=O)OCCN1C(=O)N(C(=O)N(C1=O)CCOC(=O)C=C)CCOC(=O)C=C,0.0
C=CC(=O)OCCO,0.0
C=CC(=O)OCCOC(=O)C=C,0.0
C=CC(=O)OCCOC(=O)CCC(=O)O,0.0
C=CC(=O)OCCOCCOC(=O)C=C,0.0
C=CC(=O)OCCOCCOCCOCCOC(=O)C=C,0.0
C=CC(CCC(=O)O)N,0.0
C=CC(CCl)Cl,0.0
C=CC[N@@+]12[C@@H]3[C@]4(C5=CC=CC=C5N/6[C@H]4/C(=C\N7[C@H]8/C(=C6)/[C@@H]9/C(=C\CO)/C[N@+]4([C@H]([C@]8(C5=CC=CC=C75)CC4)C9)CC=C)/[C@@H](C3)/C(=C\CO)/C1)CC2.[Cl-].[Cl-],0.0
C=CC=O,0.0
C=CC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)/C(=N/OCC(=O)O)/C3=CSC(=N3)N)SC1)C(=O)O,0.0
C=CC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)/C(=N\O)/C3=CSC(=N3)N)SC1)C(=O)O,0.0
C=CC1=CC=C(C=C1)C=C,0.0
C=CC1=CC=C(C=C1)S(=O)(=O)[O-].[Na+],0.0
C=CC1=CC=CC(=C1)CCl,0.0
C=CC1=CC=CC=C1,0.0
C=CC1=CC=CC=C1C=C,0.0
C=CC1=CC=CC=N1,0.0
C=CC1CO1,0.0
C=CCBr,0.0
C=CCC1=C(C=CC(=C1)S(=O)(=O)C2=CC(=C(C=C2)O)CC=C)O,1.0
C=CCC1=CC2=C(C=C1)OCO2,0.0
C=CCCC#N,0.0
C=CCCC(=O)O,0.0
C=CCCCCCCC=C,0.0
C=CCCCCCCCCC(=O)O,0.0
C=CCCCCCCCCC=O,0.0
C=CCCCCCCCCO,0.0
C=CCCl,0.0
C=CCN(C1=C(C=CC=C1Cl)Cl)C2=NCCN2,0.0
C=CCN(CC=C)C(=O)C(Cl)Cl,0.0
C=CCN=C=S,0.0
C=CCN1C(=O)N(C(=O)N(C1=O)CC=C)CC=C,0.0
C=CCN1C(=O)N(CC=C)C(=O)N(CC=C)C1=O,0.0
C=CCN1C2=C(N=C(NC2=O)N)N(C1=O)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O,0.0
C=CCN1CC[C@]23[C@@H]4[C@H]1CC5=C2C(=C(C=C5)O)O[C@H]3[C@H](C=C4)O.Cl,0.0
C=CCN1CC[C@]23[C@@H]4C(=O)CC[C@]2([C@H]1CC5=C3C(=C(C=C5)O)O4)O,0.0
C=CCN1CC[C@]23CCCC[C@H]2[C@H]1CC4=C3C=C(C=C4)O,0.0
C=CCN1CCC2=C(CC1)SC(=N2)N,0.0
C=CCNC(=S)N,0.0
C=CCNCC=C,0.0
C=CCO,0.0
C=CCOC(=O)/C=C\C(=O)OCC=C,0.0
C=CCOC(=O)\C=C\C(=O)OCC=C,0.0
C=CCOC(=O)C1=CC(=C(C=C1)C(=O)OCC=C)C(=O)OCC=C,0.0
C=CCOC(=O)C1=CC=C(C(=O)OCC=C)C(=C1)C(=O)OCC=C,0.0
C=CCOC(=O)C1=CC=CC=C1C(=O)OCC=C,0.0
C=CCOC(=O)C1=CC=CC=C1N,0.0
C=CCOC(=O)CCC1CCCCC1,0.0
C=CCOC1=C(C=C(C=C1)CC(=O)O)Cl,0.0
C=CCOC1=NC(=NC(=N1)OCC=C)OCC=C,0.0
C=CCOC1=NC(OCC=C)=NC(OCC=C)=N1,0.0
C=CCOCC(CCl)O,0.0
C=CCOCC(CO)(COCC=C)COCC=C,0.0
C=CCOCC(CO)O,0.0
C=CCOCC1CO1,0.0
C=CCS(=O)(=O)[O-].[Na+],0.0
C=CCSCC1NC2=CC(=C(C=C2S(=O)(=O)N1)S(=O)(=O)N)Cl,0.0
C=CCSSCC=C,0.0
C=CCSSSCC=C,0.0
C=CN1CCCCCC1=O,0.0
C=COCC1CCC(CC1)CO,0.0
C=COCC1CCC(CC1)COC=C,0.0
C=COCC1CCC(COC=C)CC1,0.0
C=COCCCCO,0.0
C=COCCOCCOC=C,0.0
C=COCCOCCOCCOC=C,0.0
C=CS(=O)(=O)[O-].[Na+],0.0
C=O,0.0
C1(=C(C(=C(C(=C1Br)Br)Br)Br)Br)Br,0.0
C1(=C(C(=C(C(=C1Br)Br)Br)Br)Br)O,1.0
C1(=C(C(=C(C(=C1Cl)Cl)C(=O)Cl)Cl)Cl)C(=O)Cl,0.0
C1(=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl)N,0.0
C1(=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl)O,1.0
C1(=C(C(=C(C(=C1F)F)Br)F)F)F,0.0
C1(=C(C(=NC(=C1Cl)Cl)C(=O)O)Cl)Cl,0.0
C1(=C(C(=NC(=C1Cl)Cl)C(=O)O)Cl)N,0.0
C1(=C(C(=NC(=C1Cl)Cl)Cl)Cl)Cl,0.0
C1(=C(C(=O)C(=C(C1=O)Cl)Cl)Cl)Cl,1.0
C1(=C(C(=O)C(=C(C1=O)O)O)O)O,0.0
C1(=C(C(=O)C1=O)O)O,0.0
C1(=C(C1(Cl)Cl)Cl)Cl,0.0
C1(=C(N=C(C(=N1)Cl)N)N)C(=O)N=C(N)N.Cl,0.0
C1(=C(N=C(N=C1N)N)N)N.OS(=O)(=O)O,1.0
C1(=C(SC(=C1Cl)Cl)Cl)Cl,0.0
C1(=C(SN=C1Cl)C(=O)O)Cl,0.0
C1(=NC(=NC(=N1)[S-])[S-])[S-].[Na+].[Na+].[Na+],0.0
C1(=NC(=NC(=N1)Cl)Cl)Cl,0.0
C1(=NC(=NC(=N1)Cl)N)N,0.0
C1(=NC(=NC(=N1)N)N)N,0.0
C1(=NC(=O)N(C(=O)N1Cl)Cl)[O-].[K+],0.0
C1(=NC(=O)N(C(=O)N1Cl)Cl)[O-].O.O.[Na+],0.0
C1(=NC(=O)NC(=O)N1)C(=O)[O-].[K+],0.0
C1(=NC(=S)NN1)N,0.0
C1(=O)[N-]C(=O)N(C(=O)N1Cl)Cl.[Na+],0.0
C1(=O)C(=O)NC(=O)NC1=O.O.O.O.O,0.0
C1(=O)C2(C3(C4(C1(C5(C2(C3(C(C45Cl)(Cl)Cl)Cl)Cl)Cl)Cl)Cl)Cl)Cl,1.0
C1(=O)N(C(=O)N(C(=O)N1Cl)Cl)Cl,0.0
C1(=O)NC(=O)N(C(=O)N1Cl)Cl,0.0
C1(=O)NC(=O)NC(=O)N1,0.0
C1(=S)NNC(=S)S1,0.0
C1(C(=O)NC(=O)N1)NC(=O)N,0.0
C1(C(C(C(C(C1O)O)O)O)O)O,0.0
C1(C(C2(C(=C(C1(C2(Cl)Cl)Cl)Cl)Cl)Cl)C(=O)O)C(=O)O,0.0
C1/C=C\CC/C=C\C1,0.0
C1/C=C\CC/C=C\CC/C=C\C1,0.0
C1[C@@H]([C@@H]([C@H]([C@@H]([C@]1(CO)O)O)O)O)NC(CO)CO,0.0
C1[C@@H]([C@@H]([C@H]([C@@H]1O)/C=C/[C@H](COC2=CC=CC(=C2)C(F)(F)F)O)C/C=C\CCCC(=O)O)O,0.0
C1[C@@H]([C@@H]2[C@H](O1)[C@@H](CO2)O[N+](=O)[O-])O,0.0
C1[C@@H]([C@H]([C@@H]([C@H]([C@@H]1N)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)N)O)O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CN)O)O)N)N,0.0
C1[C@@H]([C@H]([C@@H]([C@H]([C@@H]1N)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)N)O)O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CN)O)O)N)N.OS(=O)(=O)O,0.0
C1[C@@H]([C@H]([C@@H]([C@H]([C@@H]1N)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)N)O)O)O[C@@H]3[C@@H](C[C@@H]([C@H](O3)CN)O)N)N,0.0
C1[C@@H]([C@H]([C@@H]([C@H]([C@@H]1NC(=O)[C@H](CCN)O)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)N)O)O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CN)O)O)O)N,0.0
C1[C@@H]([C@H]([C@@H]([C@H](N1CCO)CO)O)O)O,0.0
C1[C@@H]([C@H]([C@@H](C([C@@H]1N)O)O[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CN)O)O)N)N.OS(=O)(=O)O,0.0
C1[C@@H]([C@H](C(=O)O1)CC2=CC(=CC=C2)O)CC3=CC(=CC=C3)O,1.0
C1[C@@H]([C@H](O[C@H]1N2C=C(C(=O)NC2=O)/C=C/Br)CO)O,0.0
C1[C@@H]([C@H](O[C@H]1N2C=C(C(=O)NC2=O)Br)CO)O,0.0
C1[C@@H]([C@H](O[C@H]1N2C=C(C(=O)NC2=O)C(F)(F)F)CO)O,0.0
C1[C@@H]([C@H](O[C@H]1N2C=C(C(=O)NC2=O)F)CO)O,0.0
C1[C@@H]([C@H](O[C@H]1N2C=C(C(=O)NC2=O)I)CO)O,0.0
C1[C@@H]([C@H](O[C@H]1N2C=NC(=NC2=O)N)CO)O,0.0
C1[C@@H]([C@H](O[C@H]1N2C=NC3=C(N=C(N=C32)Cl)N)CO)O,0.0
C1[C@@H](C=C[C@@H]1OC2=CC=CC(=C2)OC3=CC=C(C=C3)F)N(C(=O)N)O,0.0
C1[C@@H](C2=C(CN1)C(=C(C=C2)O)O)C3=CC(=C(C=C3)O)O.Cl,0.0
C1[C@@H](N=C(N[C@H]1O)N)[C@H]2C(=O)NC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N/C(=C\NC(=O)N)/C(=O)N2)CO)CO)NC(=O)C[C@H](CCCN)N.OS(=O)(=O)O,0.0
C1[C@@H](O[C@@H](S1)CO)N2C=CC(=NC2=O)N,0.0
C1[C@@H]2[C@@H]3[C@H]([C@H]1[C@H]4[C@@H]2O4)[C@@]5(C(=C([C@]3(C5(Cl)Cl)Cl)Cl)Cl)Cl,1.0
C1[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=NC4=C(N=CN=C43)N)O)OP(=O)(O1)O,0.0
C1[C@@H]2[C@H](COS(=O)O1)[C@@]3(C(=C([C@]2(C3(Cl)Cl)Cl)Cl)Cl)Cl,1.0
C1[C@@H]2[C@H]3[C@@H]([C@H]1[C@H]4[C@@H]2O4)[C@]5(C(=C([C@@]3(C5(Cl)Cl)Cl)Cl)Cl)Cl,1.0
C1[C@@H]2C[C@@H]2N([C@@H]1C#N)C(=O)[C@H](C34CC5CC(C3)CC(C5)(C4)O)N,0.0
C1[C@@H]2C=C[C@@H]1[C@H]3[C@@H]2[C@]4(C(=C([C@@]3(C4(Cl)Cl)Cl)Cl)Cl)Cl,1.0
C1[C@@H]2C=C[C@H]1[C@H]3[C@@H]2[C@]4(C(=C([C@@]3(C4(Cl)Cl)Cl)Cl)Cl)Cl,1.0
C1[C@@H]2C=C[C@H]1[C@H]3[C@@H]2C(=O)NC3=O,0.0
C1[C@@H]2CNC[C@H]1C3=CC4=NC=CN=C4C=C23.[C@@H]([C@H](C(=O)O)O)(C(=O)O)O,0.0
C1[C@H]([C@@H]([C@@H]([C@@](O1)(CO)O)O)O)O,0.0
C1[C@H]([C@@H]([C@@H](C(O1)O)O)O)O,0.0
C1[C@H]([C@@H]([C@@H](C[C@]1(C(=O)O)OC(=O)/C=C/C2=CC(=C(C=C2)O)O)OC(=O)/C=C/C3=CC(=C(C=C3)O)O)O)O,0.0
C1[C@H]([C@@H]([C@H]([C@@H]([C@H]1N)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CN)O)O)N)O[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O[C@@H]4[C@@H]([C@H]([C@@H]([C@@H](O4)CN)O)O)N)O)O)N.OS(=O)(=O)O.OS(=O)(=O)O.OS(=O)(=O)O,0.0
C1[C@H]([C@@H]([C@H]([C@@H]([C@H]1N)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CN)O)O)O)O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)N)O)N.OS(=O)(=O)O,0.0
C1[C@H]([C@@H]([C@H]([C@@H]([C@H]1N)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)N)O[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O[C@@H]4[C@@H]([C@H]([C@@H]([C@@H](O4)CN)O)O)N)O)O)N.OS(=O)(=O)O,0.0
C1[C@H]([C@@H]([C@H](C(O1)NC2=CC=C(C=C2)C(=O)O)O)O)O,0.0
C1[C@H]([C@@H]([C@H](C(O1)O)O)O)O,0.0
C1[C@H]([C@@H]2[C@H](O1)[C@H](CO2)O)O,0.0
C1[C@H]([C@@H]2[C@H](O1)[C@H](CO2)O[N+](=O)[O-])O[N+](=O)[O-],0.0
C1[C@H]([C@H]([C@@H](C[C@@]1(C(=O)O)O)OC(=O)/C=C/C2=CC(=C(C=C2)O)O)O)O,0.0
C1[C@H]([C@H](OC2=CC(=CC(=C21)O)O)C3=CC(=C(C(=C3)O)O)O)OC(=O)C4=CC(=C(C(=C4)O)O)O,0.0
C1[C@H](C(=O)NO1)N,0.0
C1[C@H](NCS1)C(=O)O,0.0
C1[C@H](O[C@H](S1)CO)N2C=C(C(=NC2=O)N)F,0.0
C1[C@H](OC2=C([C@]13C(=O)NC(=O)N3)C=C(C=C2)F)C(=O)N,0.0
C1[C@H](ON=C1Cl)[C@@H](C(=O)O)N,0.0
C1[C@H](S/C(=C(\C#N)/N2C=CN=C2)/S1)C3=C(C=C(C=C3)Cl)Cl,0.0
C1[C@H]2[C@@H]([C@@H](S1)CCCCC(=O)O)NC(=O)N2,0.0
C1=C(C(=C(C(=C1Br)Br)Br)Br)OC2=CC(=C(C(=C2Br)Br)Br)Br,0.0
C1=C(C(=C(C(=C1Cl)Cl)[N+](=O)[O-])Cl)Cl,0.0
C1=C(C(=C(C(=C1Cl)Cl)CC2=C(C(=CC(=C2Cl)Cl)Cl)O)O)Cl,1.0
C1=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl,0.0
C1=C(C(=C(C(=C1Cl)Cl)Cl)Cl)O,1.0
C1=C(C(=C(C(=C1Cl)Cl)Cl)O)Cl,1.0
C1=C(C(=C(C(=C1Cl)Cl)O)Cl)Cl,1.0
C1=C(C(=C(C(=C1I)NC(=O)CCCCC(=O)NC2=C(C=C(C(=C2I)C(=O)O)I)I)I)C(=O)O)I,0.0
C1=C(C(=C(C(=C1I)NC(=O)COCCOCCOCC(=O)NC2=C(C=C(C(=C2I)C(=O)O)I)I)I)C(=O)O)I,0.0
C1=C(C(=CC(=C1Cl)[N+](=O)[O-])O)N,1.0
C1=C(C(=CC(=C1Cl)Cl)Cl)[N+](=O)[O-],0.0
C1=C(C(=CC(=C1Cl)Cl)Cl)[O-].[Na+],1.0
C1=C(C(=CC(=C1Cl)Cl)Cl)Cl,0.0
C1=C(C(=CC(=C1Cl)Cl)Cl)O,1.0
C1=C(C(=CC(=C1Cl)N)Cl)C2=CC(=C(C=C2Cl)N)Cl,1.0
C1=C(C(=CC(=C1N)S(=O)(=O)N)S(=O)(=O)N)C(=C(Cl)Cl)Cl,0.0
C1=C(C(=CC(=C1O)Cl)Cl)O,1.0
C1=C(C(=CC(=C1O)O)O)CCN.Cl,0.0
C1=C(C(=CNC1=O)Cl)O,0.0
C1=C(C(=NC(=C1Cl)Cl)Cl)Cl,0.0
C1=C(C(=O)NC(=C1Cl)Cl)Cl,1.0
C1=C(C(=O)NC(=O)N1)F,0.0
C1=C(C(=O)NC(=O)N1)N(CCCl)CCCl,0.0
C1=C(C=C(C(=C1[N+](=O)[O-])N)Br)[N+](=O)[O-],1.0
C1=C(C=C(C(=C1[N+](=O)[O-])N)Cl)Cl,0.0
C1=C(C=C(C(=C1Br)O)Br)Br,1.0
C1=C(C=C(C(=C1Br)O)Br)C(=O)O,0.0
C1=C(C=C(C(=C1C(=O)O)Cl)[N+](=O)[O-])Cl,0.0
C1=C(C=C(C(=C1C(=O)O)Cl)N)Cl,0.0
C1=C(C=C(C(=C1C(=O)O)I)I)I,0.0
C1=C(C=C(C(=C1C(=O)O)O)S(=O)(=O)O)N,0.0
C1=C(C=C(C(=C1Cl)[N+](=O)[O-])Cl)Cl,0.0
C1=C(C=C(C(=C1Cl)Cl)Cl)[N+](=O)[O-],0.0
C1=C(C=C(C(=C1Cl)Cl)Cl)Cl,0.0
C1=C(C=C(C(=C1Cl)Cl)Cl)O,1.0
C1=C(C=C(C(=C1Cl)N)Cl)[N+](=O)[O-],1.0
C1=C(C=C(C(=C1Cl)N)Cl)N,0.0
C1=C(C=C(C(=C1Cl)O)Cl)Cl,1.0
C1=C(C=C(C(=C1Cl)O)Cl)N,1.0
C1=C(C=C(C(=C1I)O)I)C[C@@H](C(=O)O)N,0.0
C1=C(C=C(C(=C1I)OC2=CC(=C(C(=C2)I)O)I)I)C[C@@H](C(=O)O)N,0.0
C1=C(C=C(C(=C1I)OC2=CC(=C(C(=C2)I)O)I)I)CC(=O)O,1.0
C1=C(C=C(C(=C1N)O)[N+](=O)[O-])[N+](=O)[O-],1.0
C1=C(C=C(C(=C1N)O)S(=O)(=O)O)Cl,0.0
C1=C(C=C(C(=C1O)Cl)Cl)Cl,1.0
C1=C(C=C(C(=C1O)O)O)C(=O)O,0.0
C1=C(C=C(C(=C1O)O)O)C(=O)OC2=CC(=CC(=C2O)O)C(=O)OC[C@@H]3[C@H]([C@@H]([C@H]([C@@H](O3)OC(=O)C4=CC(=C(C(=C4)OC(=O)C5=CC(=C(C(=C5)O)O)O)O)O)OC(=O)C6=CC(=C(C(=C6)OC(=O)C7=CC(=C(C(=C7)O)O)O)O)O)OC(=O)C8=CC(=C(C(=C8)OC(=O)C9=CC(=C(C(=C9)O)O)O)O)O)OC(=O)C1=CC(=C(C(=C1)OC(=O)C1=CC(=C(C(=C1)O)O)O)O)O,1.0
C1=C(C=C(C(=C1S(=O)(=O)N)Cl)Cl)S(=O)(=O)N,0.0
C1=C(C=C(C(=C1SC2=C(C(=CC(=C2)Cl)Cl)[O-])[O-])Cl)Cl.[Na+].[Na+],1.0
C1=C(C=C(C(=C1SC2=C(C(=CC(=C2)Cl)Cl)O)O)Cl)Cl,1.0
C1=C(C=C(C=C1[N+](=O)[O-])[N+](=O)[O-])C(=O)N,0.0
